ìoò^î‘çÜ,ëIéËñº,í¯î‘,èoëñêî,èüóòâÒêî,2íÖâÒêî,3íÖâÒêî,ïΩãœST,ì¶Ç∞,ç∑Çµ,Ç‹Ç≠ÇË,Ç‹Ç≠ÇËç∑Çµ,î≤Ç´,åbÇ‹ÇÍ,ç∑Ç≥ÇÍ,Ç‹Ç≠ÇÁÇÍ,Ç‹Ç≠ÇËç∑Ç≥ÇÍ,ì¶Çµ,ëSëÃïΩãœST
2014,çÇíÀê¥àÍ,1,18,3,7,2,0.16055555555555556,2,0,0,0,1,0,6,6,0,0,0.19721153846153847
2014,çÇíÀê¥àÍ,2,17,0,2,4,0.19705882352941176,0,0,0,0,0,0,0,0,0,7,0.19721153846153847
2014,çÇíÀê¥àÍ,3,20,0,3,2,0.209,0,0,0,0,0,0,0,0,0,0,0.19721153846153847
2014,çÇíÀê¥àÍ,4,18,2,3,2,0.1827777777777778,0,0,1,0,1,0,0,0,0,0,0.19721153846153847
2014,çÇíÀê¥àÍ,5,17,0,2,1,0.20058823529411765,0,0,0,0,0,0,0,0,0,0,0.19721153846153847
2014,çÇíÀê¥àÍ,6,14,0,0,3,0.24214285714285716,0,0,0,0,0,0,0,0,0,0,0.19721153846153847
2538,çÇã¥ìÒòN,1,29,3,7,5,0.2120689655172414,2,0,0,0,1,0,4,15,5,0,0.20701863354037267
2538,çÇã¥ìÒòN,2,29,2,3,2,0.19517241379310346,0,2,0,0,0,0,0,0,0,14,0.20701863354037267
2538,çÇã¥ìÒòN,3,27,0,2,3,0.2051851851851852,0,0,0,0,0,0,0,0,0,0,0.20701863354037267
2538,çÇã¥ìÒòN,4,28,0,2,5,0.19249999999999998,0,0,0,0,0,0,0,0,0,0,0.20701863354037267
2538,çÇã¥ìÒòN,5,24,1,3,0,0.23416666666666666,0,0,0,1,0,0,0,0,0,0,0.20701863354037267
2538,çÇã¥ìÒòN,6,24,0,3,3,0.2070833333333333,0,0,0,0,0,0,0,0,0,0,0.20701863354037267
2878,ïxéRçOçK,1,53,18,18,10,0.17245283018867927,16,0,0,0,2,0,6,12,8,0,0.17926739926739926
2878,ïxéRçOçK,2,51,4,17,12,0.17431372549019608,0,3,0,0,1,0,0,0,0,24,0.17926739926739926
2878,ïxéRçOçK,3,50,4,8,14,0.18100000000000002,0,0,1,2,1,0,0,0,0,0,0.17926739926739926
2878,ïxéRçOçK,4,40,5,6,9,0.17825,0,2,0,1,2,0,0,0,0,0,0.17926739926739926
2878,ïxéRçOçK,5,40,4,3,4,0.17575000000000002,0,2,0,2,0,0,0,0,0,0,0.17926739926739926
2878,ïxéRçOçK,6,39,0,3,8,0.19743589743589743,0,0,0,0,0,0,0,0,0,0,0.17926739926739926
3024,êºìáã`ë•,1,64,41,9,5,0.15328125,40,0,0,0,1,0,5,6,11,0,0.15857142857142856
3024,êºìáã`ë•,2,48,12,12,9,0.14479166666666668,1,6,5,0,0,0,0,0,0,15,0.15857142857142856
3024,êºìáã`ë•,3,42,11,8,4,0.16595238095238093,2,2,6,1,0,0,0,0,0,0,0.15857142857142856
3024,êºìáã`ë•,4,39,12,11,5,0.1635897435897436,3,4,4,0,1,0,0,0,0,0,0.15857142857142856
3024,êºìáã`ë•,5,41,10,16,4,0.1726829268292683,4,2,3,0,1,0,0,0,0,0,0.15857142857142856
3024,êºìáã`ë•,6,39,11,11,3,0.1564102564102564,2,1,7,0,1,0,0,0,0,0,0.15857142857142856
3054,ñkêÏçKìT,1,24,12,3,4,0.18458333333333332,10,0,0,0,2,0,4,5,2,0,0.17102362204724408
3054,ñkêÏçKìT,2,17,3,5,2,0.16470588235294117,0,2,1,0,0,0,0,0,0,9,0.17102362204724408
3054,ñkêÏçKìT,3,27,8,3,6,0.16592592592592595,0,0,6,2,0,0,0,0,0,0,0.17102362204724408
3054,ñkêÏçKìT,4,21,2,2,5,0.15333333333333335,0,0,2,0,0,0,0,0,0,0,0.17102362204724408
3054,ñkêÏçKìT,5,17,2,2,1,0.17176470588235293,0,0,2,0,0,0,0,0,0,0,0.17102362204724408
3054,ñkêÏçKìT,6,21,1,0,5,0.1842857142857143,0,0,1,0,0,0,0,0,0,0,0.17102362204724408
3065,ëùìcçOäÏ,1,9,3,2,1,0.1622222222222222,3,0,0,0,0,0,1,4,1,0,0.19068493150684931
3065,ëùìcçOäÏ,2,15,0,5,0,0.18400000000000002,0,0,0,0,0,0,0,0,0,8,0.19068493150684931
3065,ëùìcçOäÏ,3,10,0,1,1,0.20800000000000002,0,0,0,0,0,0,0,0,0,0,0.19068493150684931
3065,ëùìcçOäÏ,4,13,1,1,2,0.19615384615384615,0,1,0,0,0,0,0,0,0,0,0.19068493150684931
3065,ëùìcçOäÏ,5,14,0,1,2,0.2092857142857143,0,0,0,0,0,0,0,0,0,0,0.19068493150684931
3065,ëùìcçOäÏ,6,12,1,1,3,0.17833333333333334,0,0,0,1,0,0,0,0,0,0,0.19068493150684931
3070,éRé∫ìWçO,1,15,9,2,1,0.156,8,0,0,0,1,0,0,2,3,0,0.1675
3070,éRé∫ìWçO,2,15,5,4,0,0.17333333333333334,1,2,0,0,2,0,0,0,0,5,0.1675
3070,éRé∫ìWçO,3,14,1,0,4,0.2057142857142857,0,0,0,1,0,0,0,0,0,0,0.1675
3070,éRé∫ìWçO,4,10,0,1,7,0.134,0,0,0,0,0,0,0,0,0,0,0.1675
3070,éRé∫ìWçO,5,10,0,2,3,0.153,0,0,0,0,0,0,0,0,0,0,0.1675
3070,éRé∫ìWçO,6,16,2,1,2,0.169375,0,1,1,0,0,0,0,0,0,0,0.1675
3072,êºìcñı,1,31,14,4,3,0.16096774193548388,13,0,0,0,1,0,2,10,3,0,0.16778947368421052
3072,êºìcñı,2,40,3,5,9,0.16925,1,1,1,0,0,0,0,0,0,23,0.16778947368421052
3072,êºìcñı,3,39,1,3,8,0.17102564102564102,1,0,0,0,0,0,0,0,0,0,0.16778947368421052
3072,êºìcñı,4,26,3,7,2,0.15076923076923077,0,3,0,0,0,0,0,0,0,0,0.16778947368421052
3072,êºìcñı,5,30,2,3,5,0.14800000000000002,0,2,0,0,0,0,0,0,0,0,0.16778947368421052
3072,êºìcñı,6,24,1,4,0,0.21208333333333332,0,1,0,0,0,0,0,0,0,0,0.16778947368421052
3075,íÜë∫óTè´,1,32,12,11,2,0.1446875,12,0,0,0,0,0,7,6,7,0,0.1572636815920398
3075,íÜë∫óTè´,2,38,3,7,10,0.16973684210526316,0,3,0,0,0,0,0,0,0,21,0.1572636815920398
3075,íÜë∫óTè´,3,35,3,4,6,0.1605714285714286,0,2,1,0,0,0,0,0,0,0,0.1572636815920398
3075,íÜë∫óTè´,4,32,4,5,8,0.141875,0,2,2,0,0,0,0,0,0,0,0.1572636815920398
3075,íÜë∫óTè´,5,32,1,2,3,0.15625,0,0,0,1,0,0,0,0,0,0,0.1572636815920398
3075,íÜë∫óTè´,6,32,1,1,3,0.1678125,0,0,0,0,0,1,0,0,0,0,0.1572636815920398
3081,â™ñ{êTé°,1,25,11,5,3,0.16080000000000003,11,0,0,0,0,0,5,7,1,0,0.1724375
3081,â™ñ{êTé°,2,30,5,9,5,0.15633333333333335,0,3,1,0,1,0,0,0,0,14,0.1724375
3081,â™ñ{êTé°,3,29,3,9,6,0.14965517241379309,0,2,1,0,0,0,0,0,0,0,0.1724375
3081,â™ñ{êTé°,4,29,2,4,8,0.19517241379310346,0,0,0,1,1,0,0,0,0,0,0.1724375
3081,â™ñ{êTé°,5,22,1,3,2,0.18818181818181817,0,0,0,1,0,0,0,0,0,0,0.1724375
3081,â™ñ{êTé°,6,25,0,2,5,0.18960000000000002,0,0,0,0,0,0,0,0,0,0,0.1724375
3105,ì‡éRï∂ìT,1,33,16,8,5,0.16545454545454547,14,0,0,0,2,0,5,5,5,0,0.16848167539267014
3105,ì‡éRï∂ìT,2,34,3,3,7,0.16441176470588234,0,1,0,0,1,1,0,0,0,15,0.16848167539267014
3105,ì‡éRï∂ìT,3,33,4,9,4,0.18484848484848485,0,1,0,3,0,0,0,0,0,0,0.16848167539267014
3105,ì‡éRï∂ìT,4,32,0,4,6,0.1634375,0,0,0,0,0,0,0,0,0,0,0.16848167539267014
3105,ì‡éRï∂ìT,5,31,1,4,9,0.17096774193548386,0,0,1,0,0,0,0,0,0,0,0.16848167539267014
3105,ì‡éRï∂ìT,6,28,0,4,2,0.16071428571428573,0,0,0,0,0,0,0,0,0,0,0.16848167539267014
3107,ïΩâ™èdìT,1,25,7,5,3,0.18760000000000002,6,0,0,0,1,0,4,9,3,0,0.1927450980392157
3107,ïΩâ™èdìT,2,25,3,4,5,0.20920000000000002,0,2,0,0,1,0,0,0,0,15,0.1927450980392157
3107,ïΩâ™èdìT,3,31,2,2,9,0.17935483870967742,0,0,2,0,0,0,0,0,0,0,0.1927450980392157
3107,ïΩâ™èdìT,4,23,3,1,6,0.19130434782608696,0,1,2,0,0,0,0,0,0,0,0.1927450980392157
3107,ïΩâ™èdìT,5,26,0,5,1,0.19538461538461538,0,0,0,0,0,0,0,0,0,0,0.1927450980392157
3107,ïΩâ™èdìT,6,23,0,0,4,0.19695652173913045,0,0,0,0,0,0,0,0,0,0,0.1927450980392157
