ìoò^î‘çÜ,ëIéËñº,í¯î‘,èoëñêî,èüóòâÒêî,2íÖâÒêî,3íÖâÒêî,ïΩãœST,ì¶Ç∞,ç∑Çµ,Ç‹Ç≠ÇË,Ç‹Ç≠ÇËç∑Çµ,î≤Ç´,åbÇ‹ÇÍ,ç∑Ç≥ÇÍ,Ç‹Ç≠ÇÁÇÍ,Ç‹Ç≠ÇËç∑Ç≥ÇÍ,ì¶Çµ,ëSëÃïΩãœST
2014,çÇíÀê¥àÍ,1,16,3,5,2,0.165,2,0,0,0,1,0,6,5,0,0,0.1967032967032967
2014,çÇíÀê¥àÍ,2,14,0,2,3,0.19,0,0,0,0,0,0,0,0,0,5,0.1967032967032967
2014,çÇíÀê¥àÍ,3,17,0,3,2,0.19941176470588237,0,0,0,0,0,0,0,0,0,0,0.1967032967032967
2014,çÇíÀê¥àÍ,4,15,1,3,1,0.18066666666666667,0,0,0,0,1,0,0,0,0,0,0.1967032967032967
2014,çÇíÀê¥àÍ,5,15,0,1,1,0.20733333333333331,0,0,0,0,0,0,0,0,0,0,0.1967032967032967
2014,çÇíÀê¥àÍ,6,14,0,0,3,0.24214285714285716,0,0,0,0,0,0,0,0,0,0,0.1967032967032967
2538,çÇã¥ìÒòN,1,30,2,8,5,0.20500000000000002,2,0,0,0,0,0,5,16,5,0,0.2041104294478528
2538,çÇã¥ìÒòN,2,30,2,3,3,0.18666666666666668,0,2,0,0,0,0,0,0,0,15,0.2041104294478528
2538,çÇã¥ìÒòN,3,27,0,2,3,0.21185185185185185,0,0,0,0,0,0,0,0,0,0,0.2041104294478528
2538,çÇã¥ìÒòN,4,27,0,2,5,0.19074074074074077,0,0,0,0,0,0,0,0,0,0,0.2041104294478528
2538,çÇã¥ìÒòN,5,26,1,3,0,0.23461538461538461,0,0,0,1,0,0,0,0,0,0,0.2041104294478528
2538,çÇã¥ìÒòN,6,23,0,3,3,0.19782608695652174,0,0,0,0,0,0,0,0,0,0,0.2041104294478528
2878,ïxéRçOçK,1,53,17,17,11,0.17339622641509433,15,0,0,0,2,0,6,11,9,0,0.18032846715328468
2878,ïxéRçOçK,2,51,4,17,12,0.1754901960784314,0,3,0,0,1,0,0,0,0,24,0.18032846715328468
2878,ïxéRçOçK,3,51,4,6,15,0.18450980392156863,0,0,1,2,1,0,0,0,0,0,0.18032846715328468
2878,ïxéRçOçK,4,41,5,6,10,0.17926829268292685,0,2,0,1,2,0,0,0,0,0,0.18032846715328468
2878,ïxéRçOçK,5,39,4,3,4,0.17743589743589744,0,2,0,2,0,0,0,0,0,0,0.18032846715328468
2878,ïxéRçOçK,6,39,0,3,9,0.1946153846153846,0,0,0,0,0,0,0,0,0,0,0.18032846715328468
3024,êºìáã`ë•,1,60,39,9,5,0.153,38,0,0,0,1,0,4,5,11,0,0.1596875
3024,êºìáã`ë•,2,45,12,11,9,0.148,1,6,5,0,0,0,0,0,0,14,0.1596875
3024,êºìáã`ë•,3,39,9,8,4,0.1635897435897436,2,1,5,1,0,0,0,0,0,0,0.1596875
3024,êºìáã`ë•,4,36,11,10,5,0.1688888888888889,2,4,4,0,1,0,0,0,0,0,0.1596875
3024,êºìáã`ë•,5,38,9,14,4,0.1744736842105263,4,1,3,0,1,0,0,0,0,0,0.1596875
3024,êºìáã`ë•,6,38,11,10,3,0.15657894736842107,2,1,7,0,1,0,0,0,0,0,0.1596875
3054,ñkêÏçKìT,1,26,12,4,4,0.18384615384615385,10,0,0,0,2,0,4,6,3,0,0.17192592592592593
3054,ñkêÏçKìT,2,18,3,5,2,0.16944444444444443,0,2,1,0,0,0,0,0,0,9,0.17192592592592593
3054,ñkêÏçKìT,3,29,8,4,6,0.16551724137931034,0,0,6,2,0,0,0,0,0,0,0.17192592592592593
3054,ñkêÏçKìT,4,23,2,2,6,0.15608695652173912,0,0,2,0,0,0,0,0,0,0,0.17192592592592593
3054,ñkêÏçKìT,5,18,2,2,1,0.17333333333333334,0,0,2,0,0,0,0,0,0,0,0.17192592592592593
3054,ñkêÏçKìT,6,21,1,0,5,0.1842857142857143,0,0,1,0,0,0,0,0,0,0,0.17192592592592593
3065,ëùìcçOäÏ,1,8,3,2,1,0.16874999999999998,3,0,0,0,0,0,1,3,1,0,0.1921875
3065,ëùìcçOäÏ,2,13,0,3,0,0.19,0,0,0,0,0,0,0,0,0,8,0.1921875
3065,ëùìcçOäÏ,3,9,0,1,1,0.21333333333333335,0,0,0,0,0,0,0,0,0,0,0.1921875
3065,ëùìcçOäÏ,4,11,1,1,2,0.20363636363636364,0,1,0,0,0,0,0,0,0,0,0.1921875
3065,ëùìcçOäÏ,5,12,0,0,1,0.1925,0,0,0,0,0,0,0,0,0,0,0.1921875
3065,ëùìcçOäÏ,6,11,1,1,3,0.1827272727272727,0,0,0,1,0,0,0,0,0,0,0.1921875
3070,éRé∫ìWçO,1,15,8,3,2,0.14866666666666667,7,0,0,0,1,0,0,2,4,0,0.17051948051948054
3070,éRé∫ìWçO,2,14,5,4,0,0.18142857142857144,1,2,0,0,2,0,0,0,0,5,0.17051948051948054
