ìoò^î‘çÜ,ëIéËñº,í¯î‘,èoëñêî,èüóòâÒêî,2íÖâÒêî,3íÖâÒêî,ïΩãœST,ì¶Ç∞,ç∑Çµ,Ç‹Ç≠ÇË,Ç‹Ç≠ÇËç∑Çµ,î≤Ç´,åbÇ‹ÇÍ,ç∑Ç≥ÇÍ,Ç‹Ç≠ÇÁÇÍ,Ç‹Ç≠ÇËç∑Ç≥ÇÍ,ì¶Çµ,ëSëÃïΩãœST
2014,çÇíÀê¥àÍ,1,40,5,10,6,0.15425,5,0,0,0,0,0,11,14,7,0,0.18228155339805827
2014,çÇíÀê¥àÍ,2,34,4,4,7,0.1826470588235294,0,3,1,0,0,0,0,0,0,20,0.18228155339805827
2014,çÇíÀê¥àÍ,3,34,3,3,3,0.18205882352941177,0,1,1,0,1,0,0,0,0,0,0.18228155339805827
2014,çÇíÀê¥àÍ,4,36,1,3,6,0.18055555555555555,0,0,0,1,0,0,0,0,0,0,0.18228155339805827
2014,çÇíÀê¥àÍ,5,33,0,1,5,0.20272727272727273,0,0,0,0,0,0,0,0,0,0,0.18228155339805827
2014,çÇíÀê¥àÍ,6,29,0,2,6,0.1996551724137931,0,0,0,0,0,0,0,0,0,0,0.18228155339805827
2538,çÇã¥ìÒòN,1,30,3,5,5,0.19666666666666666,3,0,0,0,0,0,8,12,6,0,0.19551724137931034
2538,çÇã¥ìÒòN,2,35,3,5,5,0.188,0,2,0,0,1,0,0,0,0,20,0.19551724137931034
2538,çÇã¥ìÒòN,3,40,0,2,13,0.18675,0,0,0,0,0,0,0,0,0,0,0.19551724137931034
2538,çÇã¥ìÒòN,4,38,1,3,7,0.20421052631578948,0,0,0,1,0,0,0,0,0,0,0.19551724137931034
2538,çÇã¥ìÒòN,5,35,0,1,6,0.17428571428571427,0,0,0,0,0,0,0,0,0,0,0.19551724137931034
2538,çÇã¥ìÒòN,6,25,0,2,1,0.2352,0,0,0,0,0,0,0,0,0,0,0.19551724137931034
2878,ïxéRçOçK,1,52,23,15,6,0.16692307692307692,18,0,0,0,5,0,8,10,8,0,0.17787755102040817
2878,ïxéRçOçK,2,43,2,13,15,0.17790697674418607,0,1,1,0,0,0,0,0,0,19,0.17787755102040817
2878,ïxéRçOçK,3,38,3,9,7,0.1889473684210526,0,0,2,1,0,0,0,0,0,0,0.17787755102040817
2878,ïxéRçOçK,4,39,3,11,10,0.1782051282051282,0,0,2,1,0,0,0,0,0,0,0.17787755102040817
2878,ïxéRçOçK,5,38,3,9,7,0.17289473684210527,0,0,1,2,0,0,0,0,0,0,0.17787755102040817
