レース場,レース番号,レース種別,艇番,登録番号,選手名,年齢,支部,体重,級別,全国勝率,全国2連対率,当地勝率,当地2連対率,モーター番号,モーター2連対率,ボート番号,ボート2連対率
大村,1,一,1,4919,吉田翔悟,29,長崎,52,B1,4.08,13.04,3.36,10.78,19,0.00,29,39.31
大村,1,一,2,4747,山戸信二,34,長崎,52,B1,3.95,13.64,4.45,23.97,36,0.00,41,35.42
大村,1,一,3,3459,中野和裕,53,佐賀,53,B1,5.00,30.93,3.56,16.67,33,0.00,68,23.81
大村,1,一,4,4724,吉田祐貴,34,佐賀,52,B2,3.77,14.29,3.47,16.67,43,0.00,20,25.56
大村,1,一,5,5031,渡辺空依,22,福岡,54,B2,1.88,2.94,1.35,0.00,22,0.00,60,32.61
大村,1,一,6,5107,松本真広,21,福岡,54,B2,1.22,0.00,1.71,0.00,29,0.00,32,37.93
大村,2,一,1,4735,角山雄哉,29,兵庫,54,B1,4.56,18.57,2.60,0.00,27,0.00,27,34.25
大村,2,一,2,3243,佐野隆仁,55,大阪,53,B1,4.27,20.63,0.00,0.00,45,0.00,74,30.66
大村,2,一,3,3236,田上晋六,57,東京,50,B1,4.65,26.58,4.00,18.18,12,0.00,72,28.57
大村,2,一,4,5048,眞鳥康太,25,長崎,53,B1,2.98,2.04,2.56,0.00,38,0.00,16,25.56
大村,2,一,5,4948,木場悠介,27,長崎,51,B1,4.42,18.99,3.62,13.74,15,0.00,61,38.36
大村,2,一,6,3352,小川晃司,51,福岡,50,B1,5.06,22.40,4.97,20.59,16,0.00,66,34.67
大村,3,一,1,4152,深水慎一,39,東京,53,A2,5.99,43.40,5.47,20.00,17,0.00,35,31.58
大村,3,一,2,3627,井上恵一,50,福岡,51,B1,4.33,29.49,4.93,34.48,35,0.00,21,28.89
大村,3,一,3,5071,野見山拓,25,福岡,53,B2,2.04,3.70,1.25,0.00,56,0.00,40,34.78
大村,3,一,4,3501,川上昇平,50,長崎,54,A2,5.20,34.17,5.45,35.66,31,0.00,44,31.29
大村,3,一,5,4201,佐竹友樹,37,埼玉,52,B1,5.49,38.10,5.85,38.46,50,0.00,34,28.36
大村,3,一,6,4298,宮下元胤,37,愛知,55,B1,5.79,37.50,7.00,57.14,41,0.00,71,27.91
大村,4,一,1,4340,土性雅也,35,三重,53,A2,5.72,37.63,4.63,21.05,11,0.00,28,37.67
大村,4,一,2,3881,浦上拓也,47,大阪,54,B1,5.38,35.34,4.41,23.53,40,0.00,57,39.19
大村,4,一,3,4259,真庭明志,36,長崎,52,A2,5.45,30.08,6.50,52.20,26,0.00,73,36.99
大村,4,一,4,4466,南　佑典,33,三重,51,A2,6.35,47.24,4.86,28.57,44,0.00,69,30.43
大村,4,一,5,4839,四宮与寛,29,徳島,53,B1,5.36,36.36,5.29,28.57,51,0.00,18,34.90
大村,4,一,6,4842,山下昂大,27,岡山,53,B1,4.64,27.40,3.77,13.33,28,0.00,31,45.21
大村,5,一,1,4754,松尾　充,31,三重,50,A2,6.23,48.48,4.92,23.08,23,0.00,15,35.92
大村,5,一,2,3998,冨成謙児,40,佐賀,52,A2,5.34,32.11,5.27,30.61,54,0.00,37,32.65
大村,5,一,3,4724,吉田祐貴,34,佐賀,52,B2,3.77,14.29,3.47,16.67,43,0.00,20,25.56
大村,5,一,4,5031,渡辺空依,22,福岡,54,B2,1.88,2.94,1.35,0.00,22,0.00,60,32.61
大村,5,一,5,4786,佐藤博亮,31,愛知,54,A2,6.22,47.67,5.14,14.29,53,0.00,76,23.26
