レース場,レース番号,レース種別,艇番,登録番号,選手名,年齢,支部,体重,級別,全国勝率,全国2連対率,当地勝率,当地2連対率,モーター番号,モーター2連対率,ボート番号,ボート2連対率
大村,1,予,1,4720,西澤日花,26,長崎,44,B2,3.97,15.79,3.65,13.46,24,31.25,15,41.38
大村,1,予,2,4947,間庭菜摘,28,福岡,48,B2,2.74,7.41,1.75,6.25,46,41.67,11,36.54
大村,1,予,3,4088,野田祥子,40,長崎,47,B1,4.66,30.26,4.54,25.88,57,32.43,45,29.17
大村,1,予,4,5069,山崎小葉,19,群馬,44,B1,2.76,4.29,0.00,0.00,58,37.84,66,38.46
大村,1,予,5,5088,高憧四季,20,大阪,47,B1,1.74,2.13,1.40,0.00,75,56.76,28,42.22
大村,1,予,6,5013,山下夏鈴,23,三重,45,B1,3.18,12.50,3.00,10.53,69,51.35,18,37.21
大村,2,予,1,4844,村上奈穂,27,広島,48,B1,4.06,18.18,4.89,21.05,71,43.59,73,25.71
大村,2,予,2,3182,久保田美,55,群馬,50,B1,3.71,20.83,3.00,4.17,56,34.29,47,33.33
大村,2,予,3,4924,中北　涼,27,長崎,46,B1,3.63,14.81,3.28,8.00,29,32.26,70,32.43
大村,2,予,4,5129,山口真喜,23,長崎,49,B2,1.41,0.00,1.00,0.00,54,37.84,76,33.33
大村,2,予,5,5140,吉田彩乃,19,静岡,52,B2,1.15,0.00,0.00,0.00,51,30.00,58,38.46
大村,2,予,6,4963,實森美祐,23,広島,47,B1,5.44,35.16,4.83,33.33,48,35.29,32,31.43
大村,3,予,1,5057,上田紗奈,24,大阪,45,B1,3.77,22.08,2.04,8.33,27,46.88,36,44.12
大村,3,予,2,4289,落合直子,35,大阪,46,A1,5.87,38.20,5.69,48.98,59,31.58,33,32.43
大村,3,予,3,4870,新田有理,28,広島,45,B1,4.41,23.33,4.19,18.75,38,33.33,23,35.29
大村,3,予,4,4464,山下友貴,34,静岡,43,A2,5.50,30.26,3.71,11.76,11,35.48,16,42.50
大村,3,予,5,5079,大石真央,22,静岡,47,B2,1.88,0.00,0.00,0.00,43,36.84,59,34.29
大村,3,予,6,4998,中村かな,26,東京,45,B1,3.86,20.00,1.13,0.00,50,33.33,43,40.00
大村,4,予,1,4974,安井瑞紀,27,岡山,49,B1,4.60,25.29,2.50,7.14,25,31.82,65,40.54
大村,4,予,2,4825,倉持莉々,26,東京,50,A2,5.86,33.85,4.57,13.04,20,48.39,20,40.00
大村,4,予,3,4473,藤堂里香,33,福井,44,B2,3.80,16.33,4.82,36.36,33,31.43,29,44.19
大村,4,予,4,3334,角ひとみ,51,広島,45,A2,5.30,34.38,0.00,0.00,72,42.86,60,54.05
大村,4,予,5,5108,柴田愛梨,21,群馬,47,B2,1.48,0.00,0.00,0.00,62,41.18,24,36.84
大村,4,予,6,4689,豊田　結,27,静岡,56,B1,4.27,21.00,3.94,11.76,14,45.71,75,53.33
大村,5,予,1,3618,海野ゆか,46,広島,44,A2,6.48,46.51,6.88,53.85,37,38.24,71,37.14
大村,5,予,2,5019,柴田百恵,20,静岡,45,B1,4.25,18.45,1.50,0.00,61,31.58,37,36.36
大村,5,予,3,4556,竹井奈美,31,福岡,47,A1,6.88,54.44,7.67,77.78,35,43.33,57,40.00
大村,5,予,4,4478,櫻本あゆ,32,東京,46,A2,6.44,50.59,0.00,0.00,73,34.29,68,43.24
大村,5,予,5,4758,富樫麗加,30,東京,51,A2,6.03,41.44,5.62,30.77,12,54.55,40,37.04
大村,5,予,6,5013,山下夏鈴,23,三重,45,B1,3.18,12.50,3.00,10.53,69,51.35,18,37.21
大村,6,予,1,4208,三浦永理,37,静岡,47,B1,6.00,47.62,5.20,30.00,76,31.91,49,42.42
大村,6,予,2,4964,土屋　南,23,岡山,48,A2,6.12,41.73,5.49,35.90,63,31.58,13,32.35
大村,6,予,3,3182,久保田美,55,群馬,50,B1,3.71,20.83,3.00,4.17,56,34.29,47,33.33
大村,6,予,4,5088,高憧四季,20,大阪,47,B1,1.74,2.13,1.40,0.00,75,56.76,28,42.22
大村,6,予,5,4482,守屋美穂,31,岡山,44,A1,7.43,56.03,7.18,60.71,70,33.33,67,25.71
大村,6,予,6,4408,仁科さや,34,長崎,48,B2,3.93,22.22,3.50,8.33,23,35.90,26,27.78
大村,7,予,1,4546,浜田亜理,32,埼玉,47,A2,5.99,41.24,6.27,45.45,22,40.00,48,38.89
大村,7,予,2,4997,濱崎寿里,27,埼玉,50,B2,2.18,5.13,1.63,0.00,64,36.11,35,67.65
大村,7,予,3,4502,遠藤エミ,32,滋賀,44,A1,6.62,39.08,8.79,75.00,30,51.72,27,35.71
大村,7,予,4,5003,来田衣織,24,兵庫,48,B1,3.41,13.51,1.13,0.00,31,30.23,56,29.41
大村,7,予,5,4443,津田裕絵,33,山口,48,B1,4.42,21.35,6.35,49.02,13,40.63,61,26.32
大村,7,予,6,5140,吉田彩乃,19,静岡,52,B2,1.15,0.00,0.00,0.00,51,30.00,58,38.46
大村,8,予,1,4117,廣中智紗,39,東京,45,A2,6.53,44.57,7.27,60.00,60,45.95,17,47.50
大村,8,予,2,3611,岩崎芳美,48,徳島,48,A1,6.27,43.81,4.38,18.75,18,53.33,64,30.77
大村,8,予,3,4947,間庭菜摘,28,福岡,48,B2,2.74,7.41,1.75,6.25,46,41.67,11,36.54
大村,8,予,4,5079,大石真央,22,静岡,47,B2,1.88,0.00,0.00,0.00,43,36.84,59,34.29
大村,8,予,5,4123,細川裕子,38,愛知,48,A1,6.80,55.17,5.75,25.00,53,42.42,41,41.67
大村,8,予,6,3871,池田紫乃,44,長崎,44,A2,4.81,29.33,4.67,32.69,45,42.42,46,30.77
