レース場,レース番号,レース種別,艇番,登録番号,選手名,年齢,支部,体重,級別,全国勝率,全国2連対率,当地勝率,当地2連対率,モーター番号,モーター2連対率,ボート番号,ボート2連対率
福岡,1,一般,1,3439,大平誉史,52,大阪,53,A2,6.03,45.38,5.48,36.36,41,31.67,148,14.00
福岡,1,一般,2,3858,織田　猛,48,佐賀,53,B1,3.09,13.04,4.35,27.03,19,37.14,174,19.05
福岡,1,一般,3,4580,長谷川雅,32,岡山,52,A2,4.70,31.17,5.89,33.33,34,30.19,164,40.38
福岡,1,一般,4,4111,奥田　誠,41,広島,56,A2,5.65,35.09,5.10,37.25,31,19.67,108,37.50
福岡,1,一般,5,4672,守屋大地,35,岡山,52,B1,4.67,21.43,3.63,12.50,65,26.53,142,29.17
福岡,1,一般,6,5207,高山敬悟,24,福岡,53,B2,0.00,0.00,0.00,0.00,60,25.35,150,34.04
福岡,2,一般,1,3539,金子順一,53,山口,52,B1,4.85,30.11,4.52,29.17,24,35.38,169,32.65
福岡,2,一般,2,4410,井上大輔,35,岡山,51,A2,5.70,40.52,6.04,39.58,53,26.79,136,33.33
福岡,2,一般,3,4657,江崎一雄,34,福岡,50,B1,5.39,40.51,4.90,30.99,22,12.50,112,40.74
福岡,2,一般,4,3841,佐々木和,45,徳島,55,A2,6.69,51.18,5.67,37.04,33,19.64,144,41.18
福岡,2,一般,5,4352,下條雄太,35,長崎,52,A1,6.81,48.84,6.11,34.29,11,24.19,155,51.92
福岡,2,一般,6,4705,吉川勇作,33,長崎,54,B1,3.88,19.74,4.24,19.61,52,40.38,140,36.54
福岡,3,一般,1,4471,新田泰章,34,広島,51,A2,6.04,45.79,6.29,42.86,50,30.16,146,36.96
福岡,3,一般,2,4679,植田太一,32,福岡,58,B1,5.75,41.67,4.88,30.88,35,25.42,161,36.36
福岡,3,一般,3,4552,杉山勝匡,32,佐賀,52,B1,3.34,16.85,3.61,15.22,36,34.78,125,37.93
福岡,3,一般,4,3617,竹田広樹,48,佐賀,54,B1,4.10,25.97,4.27,26.92,45,23.73,101,38.46
福岡,3,一般,5,5212,西川拓利,23,福岡,54,B2,0.00,0.00,0.00,0.00,66,29.09,102,32.69
福岡,3,一般,6,4697,國弘翔平,35,福岡,49,B1,4.45,23.00,4.71,26.47,18,37.14,113,32.73
福岡,4,一般,1,3663,木山和幸,51,広島,51,B1,5.24,35.48,4.81,23.81,29,32.20,103,20.41
福岡,4,一般,2,4549,小林文彦,33,福岡,54,B1,6.01,42.47,5.32,30.10,61,31.03,111,33.33
福岡,4,一般,3,3606,川北浩貴,49,滋賀,52,A2,5.79,38.89,0.00,0.00,64,29.63,143,30.95
福岡,4,一般,4,4393,田中孝明,35,福岡,56,B1,4.45,18.82,4.82,26.60,23,32.56,153,31.25
福岡,4,一般,5,4596,葛原大陽,38,徳島,51,A2,5.69,34.88,4.89,22.22,62,31.48,130,17.65
福岡,4,一般,6,4153,佐々木巌,41,山口,56,B1,2.94,8.57,3.53,10.00,71,22.92,162,31.37
福岡,5,一般,1,4672,守屋大地,35,岡山,52,B1,4.67,21.43,3.63,12.50,65,26.53,142,29.17
福岡,5,一般,2,4395,下河雅史,35,福岡,57,B1,4.93,32.84,4.63,29.17,30,25.00,173,22.45
福岡,5,一般,3,3439,大平誉史,52,大阪,53,A2,6.03,45.38,5.48,36.36,41,31.67,148,14.00
福岡,5,一般,4,4377,濱本優一,37,大阪,49,A1,6.10,43.70,4.90,40.00,49,30.16,147,38.78
福岡,5,一般,5,3401,上田隆章,54,香川,54,B1,4.86,28.97,5.35,41.30,55,39.24,138,23.91
福岡,5,一般,6,4653,小野達哉,35,大阪,52,A1,6.13,42.98,5.63,42.50,51,44.07,128,29.41
福岡,6,一般,1,4346,前田健太,36,福岡,56,B1,4.35,22.06,4.82,29.03,13,35.29,156,23.40
福岡,6,一般,2,4958,溝口海義,26,福岡,55,B1,5.65,33.78,5.44,30.23,15,30.16,165,15.69
福岡,6,一般,3,4402,乙藤智史,36,福岡,53,A1,6.73,52.46,6.44,60.00,38,30.00,133,46.81
福岡,6,一般,4,4657,江崎一雄,34,福岡,50,B1,5.39,40.51,4.90,30.99,22,12.50,112,40.74
福岡,6,一般,5,3918,深井利寿,47,滋賀,52,A2,5.79,40.59,5.86,37.25,28,29.23,131,35.09
福岡,6,一般,6,3858,織田　猛,48,佐賀,53,B1,3.09,13.04,4.35,27.03,19,37.14,174,19.05
福岡,7,一般,1,4580,長谷川雅,32,岡山,52,A2,4.70,31.17,5.89,33.33,34,30.19,164,40.38
福岡,7,一般,2,3617,竹田広樹,48,佐賀,54,B1,4.10,25.97,4.27,26.92,45,23.73,101,38.46
福岡,7,一般,3,4697,國弘翔平,35,福岡,49,B1,4.45,23.00,4.71,26.47,18,37.14,113,32.73
福岡,7,一般,4,3539,金子順一,53,山口,52,B1,4.85,30.11,4.52,29.17,24,35.38,169,32.65
福岡,7,一般,5,5207,高山敬悟,24,福岡,53,B2,0.00,0.00,0.00,0.00,60,25.35,150,34.04
福岡,7,一般,6,4259,真庭明志,37,長崎,52,A2,5.88,38.84,6.08,44.74,42,23.08,157,33.33
福岡,8,一般,1,4111,奥田　誠,41,広島,56,A2,5.65,35.09,5.10,37.25,31,19.67,108,37.50
福岡,8,一般,2,4153,佐々木巌,41,山口,56,B1,2.94,8.57,3.53,10.00,71,22.92,162,31.37
福岡,8,一般,3,4705,吉川勇作,33,長崎,54,B1,3.88,19.74,4.24,19.61,52,40.38,140,36.54
福岡,8,一般,4,3663,木山和幸,51,広島,51,B1,5.24,35.48,4.81,23.81,29,32.20,103,20.41
