レース場,レース番号,レース種別,艇番,登録番号,選手名,年齢,支部,体重,級別,全国勝率,全国2連対率,当地勝率,当地2連対率,モーター番号,モーター2連対率,ボート番号,ボート2連対率
大村,1,一般,1,4969,町田洸希,31,長崎,53,B1,5.09,27.84,4.73,26.74,24,34.82,77,30.48
大村,1,一般,2,4822,百武　翔,30,佐賀,51,B1,5.39,36.11,5.64,41.89,57,36.94,56,42.72
大村,1,一般,3,4930,佐藤　悠,27,福井,56,B1,5.76,36.59,0.00,0.00,50,44.25,71,33.96
大村,1,一般,4,3921,川村正輝,48,福井,52,B1,4.92,29.36,4.76,20.69,78,28.44,78,28.30
大村,1,一般,5,4314,青木幸太,38,福岡,52,B1,5.13,31.58,0.00,0.00,64,23.68,15,31.73
大村,1,一般,6,3843,上之晃弘,46,長崎,56,B1,5.04,31.58,5.13,34.10,43,43.75,19,45.71
大村,2,一般,1,4331,三好勇人,39,香川,54,B1,5.17,32.93,4.74,29.63,22,45.79,52,33.02
大村,2,一般,2,3304,烏野賢太,55,徳島,52,A2,6.02,42.76,6.28,45.65,45,27.27,61,46.67
大村,2,一般,3,5037,田頭虎親,24,香川,53,B1,5.45,35.48,4.00,0.00,71,27.10,41,35.29
大村,2,一般,4,4919,吉田翔悟,32,長崎,53,B1,5.21,30.26,5.21,32.33,32,33.33,35,44.12
大村,2,一般,5,4182,吉田和仁,39,滋賀,56,B1,4.79,30.00,4.00,22.22,65,37.90,58,39.25
大村,2,一般,6,3454,井川大作,51,岡山,60,B1,4.47,19.10,4.19,14.81,49,38.02,70,29.13
大村,3,一般,1,5177,松井貫太,26,福岡,51,B1,2.58,3.73,2.02,2.27,70,25.00,49,31.07
大村,3,一般,2,3832,下田哲也,48,香川,53,B1,5.35,31.50,5.53,31.25,66,35.65,63,38.54
大村,3,一般,3,4839,四宮与寛,32,徳島,52,A2,5.44,34.65,4.36,22.73,25,37.27,66,31.13
大村,3,一般,4,4931,木谷賢太,27,香川,53,A2,5.77,40.35,5.57,33.33,31,37.93,81,28.04
大村,3,一般,5,4004,山本浩輔,44,長崎,53,B1,4.71,26.32,5.57,31.25,36,37.39,14,42.11
大村,3,一般,6,4415,下出卓矢,36,福井,56,A1,6.46,50.00,5.81,34.62,11,40.17,29,37.38
大村,4,一般,1,5124,上瀧絢也,26,佐賀,52,B1,2.82,12.50,2.45,6.45,72,31.09,65,22.73
大村,4,一般,2,3714,梶原　正,48,福岡,56,B1,4.86,29.00,5.11,34.29,54,23.58,62,42.99
大村,4,一般,3,4361,柳生泰二,38,山口,52,A1,6.78,48.67,6.42,48.44,30,28.21,67,33.96
大村,4,一般,4,4348,宮崎　奨,37,香川,55,A2,6.04,43.59,5.89,42.86,79,27.62,75,36.63
大村,4,一般,5,4251,川崎誠志,40,山口,52,B1,4.58,26.19,4.69,25.64,52,37.70,51,35.45
大村,4,一般,6,4079,出畑孝典,44,福岡,53,A2,5.96,41.73,5.90,35.42,16,31.30,37,32.67
大村,5,一般,1,4053,芦澤　望,45,東京,56,A1,6.44,44.90,0.00,0.00,69,33.88,44,37.50
大村,5,一般,2,4487,三原　司,36,福岡,53,B1,4.27,19.83,3.69,18.75,38,40.17,57,31.78
大村,5,一般,3,3637,齋藤和政,52,愛知,55,B1,4.60,25.37,4.29,23.81,28,43.59,84,27.62
大村,5,一般,4,4355,小川広大,39,福岡,55,B1,3.90,14.78,3.56,13.33,29,41.44,38,22.02
大村,5,一般,5,3919,村上　純,48,岡山,54,A2,6.35,51.28,5.69,41.18,47,33.98,13,31.78
大村,5,一般,6,4388,是澤孝宏,37,滋賀,51,A1,6.98,54.78,4.71,23.53,21,35.04,85,35.35
大村,6,一般,1,5037,田頭虎親,24,香川,53,B1,5.45,35.48,4.00,0.00,71,27.10,41,35.29
大村,6,一般,2,4003,表　憲一,45,福井,54,A2,5.40,31.17,4.70,20.00,34,33.61,60,39.81
大村,6,一般,3,4515,藤田浩人,36,佐賀,55,A2,5.58,36.04,6.23,42.62,58,38.26,86,37.84
大村,6,一般,4,3781,秋元　誠,46,福井,55,B1,5.18,35.71,4.50,33.33,61,30.63,36,28.04
大村,6,一般,5,5208,屋良龍紀,25,長崎,52,B1,2.22,4.88,1.92,2.04,13,21.62,83,44.55
大村,6,一般,6,3908,重成一人,44,香川,55,A1,7.21,56.95,6.40,50.00,41,42.98,46,36.63
大村,7,一般,1,4061,萩原秀人,43,福井,55,A1,7.26,50.00,7.09,44.19,77,22.43,40,33.01
大村,7,一般,2,4182,吉田和仁,39,滋賀,56,B1,4.79,30.00,4.00,22.22,65,37.90,58,39.25
大村,7,一般,3,3843,上之晃弘,46,長崎,56,B1,5.04,31.58,5.13,34.10,43,43.75,19,45.71
大村,7,一般,4,4583,古田祐貴,33,香川,52,A2,6.01,38.85,5.51,22.22,48,38.46,47,30.84
大村,7,一般,5,3814,金子貴志,46,福井,51,B1,5.47,30.08,7.27,54.55,60,42.86,53,44.23
大村,7,一般,6,4067,永井　源,42,愛知,53,A1,6.04,36.05,8.00,57.14,20,41.96,25,34.29
大村,8,一般,1,4236,松村　敏,39,福岡,53,A1,7.04,54.07,7.02,50.98,62,32.74,12,36.63
大村,8,一般,2,4251,川崎誠志,40,山口,52,B1,4.58,26.19,4.69,25.64,52,37.70,51,35.45
