レース場,レース番号,レース種別,艇番,登録番号,選手名,年齢,支部,体重,級別,全国勝率,全国2連対率,当地勝率,当地2連対率,モーター番号,モーター2連対率,ボート番号,ボート2連対率
唐津,1,朝１戦予選,1,4259,真庭明志,40,長崎,53,A2,5.56,35.05,5.52,34.92,24,40.44,43,36.54
唐津,1,朝１戦予選,2,4257,古川　健,40,広島,52,B1,4.89,27.78,5.38,44.12,61,31.61,52,32.79
唐津,1,朝１戦予選,3,3793,高橋真吾,51,埼玉,58,B1,4.58,24.32,0.00,0.00,42,37.21,50,26.00
唐津,1,朝１戦予選,4,3284,渡邊伸太,56,佐賀,54,B1,4.92,30.26,5.54,34.59,54,23.43,39,45.83
唐津,1,朝１戦予選,5,4381,田路朋史,39,兵庫,51,B1,5.73,41.94,6.17,50.00,50,33.16,68,23.91
唐津,1,朝１戦予選,6,3441,土屋太朗,54,群馬,54,B1,5.21,28.28,4.17,26.67,28,41.88,31,25.45
唐津,2,モー２ング予,1,4057,松井賢治,45,兵庫,52,A2,5.48,31.82,5.98,44.19,35,22.67,36,26.67
唐津,2,モー２ング予,2,4624,高田　明,39,佐賀,50,A2,6.24,49.44,6.66,49.43,51,33.91,70,29.09
唐津,2,モー２ング予,3,3346,宮本裕之,57,兵庫,51,B1,3.40,13.33,4.95,35.00,38,31.41,35,29.09
唐津,2,モー２ング予,4,4766,石井孝之,33,群馬,56,B1,4.10,22.78,1.00,0.00,58,28.05,54,30.51
唐津,2,モー２ング予,5,4258,関根彰人,40,埼玉,53,B1,4.96,24.73,5.40,40.00,49,37.57,86,26.92
唐津,2,モー２ング予,6,3787,天野　誠,52,岡山,55,B2,3.80,14.49,3.67,11.11,39,30.51,85,24.49
唐津,3,３ライズ戦予,1,4214,林　祐介,39,岡山,56,A2,5.31,30.77,5.29,32.35,46,36.90,74,28.30
唐津,3,３ライズ戦予,2,3868,尾形栄治,48,東京,55,B1,4.93,25.00,0.00,0.00,67,37.63,44,35.19
唐津,3,３ライズ戦予,3,4583,古田祐貴,34,香川,52,A2,5.90,38.46,5.33,36.36,12,35.16,75,24.53
唐津,3,３ライズ戦予,4,4887,富澤祐作,37,群馬,54,B1,5.63,40.38,6.00,44.44,17,31.67,41,30.95
唐津,3,３ライズ戦予,5,5275,松田淳平,22,三重,53,B1,3.34,10.98,0.00,0.00,25,28.65,71,32.14
唐津,3,３ライズ戦予,6,4565,西村豪洋,36,愛知,53,B1,4.79,31.11,4.35,17.39,34,38.07,66,28.89
唐津,4,おは４戦予選,1,4241,大串重幸,39,長崎,53,B1,5.12,33.66,6.00,33.33,62,39.15,56,14.58
唐津,4,おは４戦予選,2,3746,岡瀬正人,49,岡山,53,A2,5.71,33.87,5.39,25.00,41,37.91,81,30.61
唐津,4,おは４戦予選,3,4151,下河誉史,41,福岡,53,B1,5.91,35.00,4.31,23.08,56,33.33,37,30.23
唐津,4,おは４戦予選,4,5299,西丸敦基,21,香川,51,B2,3.00,8.57,1.89,11.11,22,34.08,65,31.58
唐津,4,おは４戦予選,5,4294,古賀繁輝,37,佐賀,57,A1,7.35,60.19,7.18,54.60,55,24.86,51,29.09
唐津,4,おは４戦予選,6,3445,加藤高史,54,埼玉,53,A2,4.94,29.25,0.00,0.00,65,29.48,89,28.00
唐津,5,予選特賞Ｂ,1,4272,大場広孝,42,福岡,57,B1,5.01,31.68,5.11,23.21,59,34.02,57,40.38
唐津,5,予選特賞Ｂ,2,4260,中越博紀,40,香川,53,A2,6.18,47.50,5.48,33.33,66,29.38,60,40.43
唐津,5,予選特賞Ｂ,3,4832,権藤俊光,37,大阪,52,A1,6.92,52.11,6.41,40.54,18,39.20,46,43.14
唐津,5,予選特賞Ｂ,4,3793,高橋真吾,51,埼玉,58,B1,4.58,24.32,0.00,0.00,42,37.21,50,26.00
唐津,5,予選特賞Ｂ,5,3773,津留浩一,50,長崎,56,B1,5.01,27.54,4.29,23.73,45,27.07,84,18.60
唐津,5,予選特賞Ｂ,6,3550,都築正治,52,愛知,55,A2,4.77,27.66,5.19,33.33,68,26.19,48,15.38
唐津,6,予選,1,4119,泥谷一毅,42,大阪,56,B1,5.16,32.56,3.31,7.69,60,30.72,49,20.51
唐津,6,予選,2,3284,渡邊伸太,56,佐賀,54,B1,4.92,30.26,5.54,34.59,54,23.43,39,45.83
唐津,6,予選,3,4057,松井賢治,45,兵庫,52,A2,5.48,31.82,5.98,44.19,35,22.67,36,26.67
唐津,6,予選,4,5089,前田　翔,24,愛知,51,A1,6.88,50.93,7.11,55.56,43,37.78,47,38.89
唐津,6,予選,5,3256,三角哲男,57,東京,51,A1,6.76,54.74,6.60,60.00,64,39.23,53,35.85
